"","V1","V2"
"546","2117","الخاصه بعمل المرأة وأيضا اختيار شريك الحياه"
"547","2122","ازاي تكون واثقه ف نفسك"
"548","2128","حياتنا بعد كرونا"
"549","2132","الطلاق والزواج المبكر"
"550","2136","ختان الاناث"
"551","2141","دعم المرأة قانونيا ضد ظلم الزوج وممارسة العنف معها"
"552","2142","موضوع قضايا العنف والتحرش ضد المرأة"
"553","2144","حقوق المرأه"
"554","2146","كل المواضيع اللي بتتكلم عن تمكين المرأه ودورها في المجتمع"
"555","2148","توعية المرأة وكيفية اخذ حقوقها"
"556","2151","اهمية العمل فى حياة المرأة"
"557","2154","المرأة"
"558","2156","الاعتماد على الذات"
"559","2161","العنف الاسرى"
"560","2163","مواضيع تبقى نفسي اتكلم فيها لأن بستفز جدا من ال قضايا وبيكون نفسي حد يتكلم فيها بالصدفه الاقي استاذه نهاد تتكلم فيها ابقى عاوزه ابوها قسما بالله زي موضوع الخدمات وغيره كتير والله"
"561","2164","التحرش و الختان"
"562","2171","كل المواضيع"
"563","2173","حريه التفكير"
"564","2176","العنف الأسرى والتحرش"
"565","2177","ختان الاناث"
"566","2178","ختان البنات"
"567","2179","تعريف المرأة بحقوقها وطريقة الحصول عليها"
"568","2180","قضايا المجتمع"
"569","2181","المواضيع المتعلقه بحقوق المرأه ومايخصها إن انفصلت عن زوجها"
"570","2182","الطهور"
"571","2184","الطلاق المبكر"
"572","2185","كل حاجه عجبتني"
"573","2188","المحاولات الجادة لمساعدة المرأة المطلقة فى الحصول على حقوقها"
"574","2189","الانترنت"
"575","2190","معلومات لم أكن أعلم بها عن حقوق المرأة"
"576","2191","الختان والردود القانونية"
"577","2192","القوانين لم اكن اعلم بها"
"578","2195","ترتيب الوقت"
"579","2199","قضايا المرأه وحقوق الإناث في الختان والزواج"
"580","2203","العلاقات الزوجية و الحلول المناسبة"
"581","2204","ممارسة الزوج للابتزاز العاطفى للحصول على اموال الزوجة وطريقة رفض الاسلوب والتعامل معه"
"582","2208","موضوعات تنظيم الوقت وحلقه ماتبقيش اتوبيس وترتيب دماغك للامور واراراءك في بعض القضايا المثاره مثل قانون التصالح وقضيه الفيرومنت وحاجات كتير يمكن بس تايهه عني دلوقتي"
"583","2211","العنف ضد المراه"
"584","2213","كل ما شاهدته اعجبني أسلوب الطرح والمواضيع"
"585","2225","كل مواضيع البرنامج اعجبتنى"
"586","2226","حقوق المرأه"
"587","2228","تحدثت عن ابنتها في احدي الحلقات"
"588","2229","معلومات عن التصالح وحقوقى كمراه"
"589","2231","الذي تم ذكرهم من قبل"
"590","2233","المرأه والاسره"
"591","2239","قضايا وحقوق المراة"
"592","2249","العنف ضد المرأة"
"593","2251","يعني ايه راجل، الزوجة الثانية،"
"594","2252","دعم المراءة"
"595","2256","قضايا المراه"
"596","2257","زواج القاصرات"
"597","2258","ازاى الوحده تعرف حقها وازاى تاخد حقها من الراجل"
"598","2259","بعرف منها حاجات جديده عن قوانين الاسره والمراه"
"599","2262","الحظر"
"600","2270","كل الحلقات"
"601","2273","تعريف الستات بحقوقهم"
"602","2274","الطلاق وحقوق الزوجه"
"603","2275","العنف المنزلي"
"604","2279","تعريف القضايا لصالح المرأة فى حالة الانفصال"
"605","2280","عدم قبول المراة او المجتمع اهانة المراه"
"606","2281","ازاي تبقى شخصية مهمة"
"607","2282","الختان"
"608","2283","قضية بيت الطاعة"
"609","2284","اهمية الإبلاغ عن جرائم العنف"
"610","2290","مناهضه للمراه ومثال اعلي بجد"
"611","2291","ختان الإناث"
"612","2297","كيفيه دعم المراءه فى قضايا التحرش"
"613","2311","التوعيه ضد الختان"
"614","2316","دعم المرأه العامله"
"615","2318","مشكلات الطلاق"
"616","2319","العنف ضد المرأة"
"617","2320","موضوع الخاص بلبس البنات"
"618","2323","مواجهه الاغتصاب والتصدى للعنف ضد المراه ومواجهه التحرش الجنسي"
"619","2324","يعني اية راجل"
"620","2328","رد على اسئله المتابعين"
"621","2338","توعية المواطنين بحسن التصرف القانوني"
"622","2341","الحضانه ومشاكلها مع الازواج"
"623","2358","ازاي اتصرف لو اتعرضت لموقف"
"624","2359","بتشرح اي حاجه بشكل مبسط"
"625","2362","فقرة الإجابة عن الأسئلة"
"626","2363","حقوق المراءه بشكل عام"
"627","2364","ازاي توفقي بين الشغل والبيت"
"628","2365","أهمية الإنترنت في خلق أجنحة للنساء، من خلال رفع الوعي لديهن في حلقة بعنوان ""جروبات بنات عالفيسبوك""."
"629","2367","التحرش وحقوق المرأه وازاي تعرف حقوقها وتتعامل مع المشاكل"
"630","2373","قانون الخلع"
"631","2376","الختان"
"632","2378","عموما دعم المراة والتحدث فى قضايا مثارة ضد عنف المراة"
"633","2379","الدفاع عن حقوق المرأه"
"634","2385","تزويد ثقة المرأة بنفسها"
"635","2386","قضايا العنف ضد المرأه"
"636","2391","جواز البنات"
"637","2392","ختان الاناث"
"638","2393","أولى أطالب بحقى وادافع عن نفسى دون خوف من قيل وقال"
"639","2396","زواج القصر"
"640","2401","حلقة  الختان و الانترنت كل الحلقات حلوة و اسم البرنامج على مسمى فعلاً دعم للمرأه على الاقل نحس إن فيه ناس معترفة بحقوقنا و منعيش خايفين"
"641","2402","النصائح"
"642","2406","حقوق الطفلة لو فية موضوع خاص بالراي العام"
"643","2416","العنف للمرأه"
"644","2419","كلها رائعه"
"645","2426","الحلول القانونية"
"646","2427","رفض الرجل لشغل الزوجة"
"647","2428","مشاكل قائمة العفش والزواج من الأجانب"
"648","2429","التحرش وكيفية حماية النفس"
"649","2430","الخلع"
"650","2437","مناقشة العنف ضد المرأة"
"651","2438","دور القانون مع حقوق المرأة"
"652","2445","التحرش"
"653","2446","الموضوع عن التحرش الجنسي"
"654","2449","توعية المرأة في قضايا الطلاق والتحرش سواء للطفل أو البالغ"
"655","2462","كلها مواضيع مهمة"
"656","2466","ختان الفتيات والفرق بين الطلاق والخلع"
"657","2467","موضوع التحرش"
"658","2472","All"
"659","2476","الاغتصاب"
"660","2477","التحرش"
"661","2487","ختان الاناث"
"662","2495","قضايا التحرش، تناول حقوق المرأه مالها وماعليها والتوعيه والنصائح التوجيهيه"
"663","2497","توعية المرأة بحقوقها"
"664","2500","العنف ضد المراة . و قضايا الطلاق"
"665","2503","التحرش"
"666","2507","التحرش للاطفال"
"667","2512","التحرش الحنسي وان البنت موش السبب فانها تتعرض للتحرش"
"668","2520","كلها"
"669","2527","عن حقوق المطلقات"
"670","2532","بناء الثقه ..ياريتنى عرفته قبل كده"
"671","2536","اوقفوا الختان"
"672","2538","حق المرأه"
"673","2539","الفتاة اللى اتعرضت للاعتداء ولم تستلم وتشديد العقوبة على الأطباء وأولياء الأمور فى موضوع ختان الاناث"
"674","2547","مكانة المرأة في المجتمع"
"675","2549","الاثر السلبيب لختان الاناث"
"676","2554","كل ما يخص حقوق المرأة"
"677","2555","حقوق المرأة المطلقة في النفقة والسكن."
"678","2560","بتبسط للمرأة المعلومة"
"679","2561","حلقه للرجال كانت تهدف للاستقرار الأسري والترابط بينه وبين زوجته نصائح"
"680","2562","العصبية و تأثرها على الإنسان فى تعاملاته الزوجية"
"681","2569","حقوق الزوجه"
"682","2571","ازاي تبقي مهمه يعني ايه راجل الختان"
"683","2572","الضرب والخيانه"
"684","2578","اغلبها"
"685","2584","المطالبة بالتعديل العادل للقانون"
"686","2585","ازاي نعمل توعية لاولادنا وان التحرشىلا يقف عن الغرباء"
"687","2594","التحرش"
"688","2596","التركيز ع دعم وحقوق المراة"
"689","2598","العنف ضد المراه"
"690","2602","بصراحه كلها لانها بتناقش قضايا مهمه للمراة الاسلوب ممتاز وشيق ومش ممل يخليكى تقومى وتسيبى الحلقه بالعكس بفضل قاعده اتفرج عليها كلها ولوفي حاجع عايزه اعملها بعملها وقت الاعلانات"
"691","2611","ختان البنات - التحرش الجنسي واللفظي - جرائم الاغتصاب"
"692","2614","كل موضوع بتعلم منه وبستفاد بمعلومات مكنتش اعرفها او كنت فاهماها غلط بتفرج وانا مبسوطة ان في حد بيعرفني حقوقي و واجباتي"
"693","2624","التعامل مع المراهقين..وكيف احمى نفسي من التحرش في العمل"
"694","2628","قضية التحرش بالمرأة"
"695","2630","ختان البنات"
"696","2637","التحرش العنف ضد المرأه"
"697","2640","ازاي المراءه تاخد حقها بالقانون"
"698","2643","حقوق الزوجات"
"699","2645","تصحيح افكار المجتمع والتوعية ضد الختان وضد العنف وضد التحرش"
"700","2647","كلها"
"701","2655","التحرش"
"702","2668","الست اللي استغلت وقت تدريب اولادها ف النادي. وعملت لنفسها زي مجموعه او حزب.  علي ما اتذكر  وكانت بتجمع الناس ويتكلموا ف حاجات مهمه"
"703","2673","التحرش بالاطفال والتحرش بالبنات والعنف ضد االمراه"
"704","2676","التحرش فى العمل"
"705","2678","التحرش والعنف ضد المراة"
"706","2693","التحرش بالاطفال"
"707","2695","حلول المشاكل"
"708","2697","التوعبه للتعامل مع العنف والتحرش بزكاء واعرف حقوقى ايه ومين اقدر أتواصل معاه واخد حقى"
"709","2699","التحرش"
"710","2700","الزواج المبكر ومواجهة التحرش وعدم الصمت عليه حتى لو مش انا إللى اتعرضت ليه"
"711","2704","عرض حوار اسرى"
"712","2706","التحرش بالطفال"
"713","2709","ازاي تبقي شخصيه مهمه   الجوازه التانيه.  نساء الحظر ازاي تعرفي الراجل"
"714","2710","اللى كان بيتكلم عن ان المرأة غير المصرية ماتحطش شروط زى القائمة والمؤخر وغيره وعجبنى ردك ان عندهم الدولة بتدعم حقوق المرأة عشان كدة هى مش محتاجة لتأمين نفسها"
"715","2713","تغييير وجهت نظرنا في تجهيزات البنات والاهتمام اكثر بكل ماهو مريح للمرأة اكثر ورايها في تنظيم وتقليل وقت المطبخ"
"716","2715","كيفية اخذ المرأة حقوقها"
"717","2716","حقوق المرأة في الميراث"
"718","2721","الفرق بين الخلع والطلاق"
"719","2726","عنف الرجل وضربه للمرأة واد ايه هوا بكدة بيسيب اثر من خلال ضربه ليها اكتر من الشتيمة مدي الحياة"
"720","2730","كل ما يخص المرأة بيشدني سواء حقوقها أو واجباتها"
"721","2731","التحرش"
"722","2736","الخلع والطلاق"
"723","2738","كيفيه مواجهه التحرش الجنسي"
"724","2739","حقوق المرءاه"
"725","2748","كل المواضيع اكثر من رائعة"
"726","2756","حلول المواقف القانونية للتحرش"
"727","2759","التحرش"
"728","2760","التحرش"
"729","2761","الختان و الانترنت"
"730","2762","حقوق المرأة"
"731","2764","اوقفوا الختان .. الاغتصاب"
"732","2765","حنان الاناث"
"733","2770","الصراحة والكلام المنطقي"
"734","2771","العنف ضد المرأه"
"735","2772","أتكلم عن القوانين اللى بتحمى المرأة"
"736","2779","العنف ضد المرأه"
"737","2780","قضايا التحرش"
"738","2782","زواج البنات"
"739","2787","العنف ضد المراة وكيفية مواجهته"
"740","2791","المواضيع اللي تناولت دعم ضحايا التحرش والاغتصاب"
"741","2795","العنف الزوجي في الحدر وموضوع الختان وان ازاي لسة في ناس وإن كانو أقلية لسة بيعملوه بالرغم من معرفتهم بمحاطره"
"742","2796","ما يخص الواقع مبين الزوجة وحماتها"
"743","2799","التحرش"
"744","2808","الختان"
"745","2810","ممتازه"
"746","2811","توعية المرأة وقوانين حقوق المرأة"
"747","2813","الاغتصاب"
"748","2815","عنف الازواج"
"749","2816","التشجيع على التبليغ عن قضايا التحرش"
"750","2817","حلقه سن 40"
"751","2818","الزواج الثاني ختان الإناث زواج القاصرات"
"752","2821","انها بتنصح الواحده ازاي ف حياتها وازاى تعرف تكتسب حقها وكنت أرسلنا لاستاذه نهاد نسألها ف مشكله عند اختي"
"753","2822","موضوعات التحرش"
"754","2825","قضايا الاغتصاب وكسر الصمت"
"755","2826","يعني ايه راجل"
"756","2827","موضوع حقوق الزوجه"
"757","2829","عمل المرأه"
"758","2831","فهمتينا ازاى ناخد اجراءات لو اتعرضنا للعنف و كمان ناخد احتيطاتنا ازاى لما نحس بقلق قبل ما يحصل عنف"
"759","2834","كيفيه معرفه حقوقي وواجباتي"
"760","2835","حق المرأة في حقوقها وماخافش تتكلم"
"761","2837","تعدد الزوجات"
"762","2845","التوعيه بحقوق المرأه"
"763","2847","كل الموضوعات مهمه وجيدة ولكن لا اتذكر علي وجهه التحديد"
"764","2849","قضايا الاغتصاب وكسر الصمت"
"765","2854","عن الاطفال ومتى التعامل معهم من خلال المجتمع"
"766","2860","كلها"
"767","2862","عدم الخوف من الإبلاغ عن الاغتصاب والتمسك بحقها"
"768","2868","دعم المرأة"
"769","2871","البنات والانترنت"
"770","2876","حقوق ميراث المرأة"
"771","2881","حلقة كانت عن الختان و حلقة عن الاغتصاب"
"772","2885","ازى يبقى عندك ثقه فى نفسك الرجاله عايزه ايه"
"773","2888","موضوع زواج القاصرات"
"774","2890","التحرش الجنسي للاطفال عرفتني حاجات اعرف احافظ بيها علي بناتي"
"775","2894","قانون التحرش"
"776","2906","حقوق المرأه"
"777","2907","العنف ضد المرأه"
"778","2913","كل الحلقات اللي اتفرجت عليها جميله الصراحه بس الظروف مش بتسمح اتفرج عليها دايما"
"779","2916","موضوع التحرش"
"780","2921","موضوعات تتحدث عن مشاكل المراه وكيفيه علاجها"
"781","2922","التحرش"
"782","2925","ختان الاناث"
"783","2926","كل ما يخص مشاكل المرآه اللي بتواجهها داخل المجتمع"
"784","2929","دور الجد والجده في سلامه الاسره والنزاع في حالات الطلاق"
"785","2934","المراهقه والمشاكل الاسريه"
"786","2941","التوعيه بشكل عام"
"787","2949","الحقوق القانونيه"
"788","2952","اخطر كلمه على الزواج عجباني جدا"
"789","2968","ختان الاناث"
"790","2973","عن المرأة العامله لابد من ان تعمل المرأة وتحصل على عمل لبناء كيان المرأة ويوعود بعد ذلك على الاسرة"
"791","2976","حقوق المراه"
"792","2979","الاحوال الشخصية"
"793","2984","قضايا المرأة"
"794","2988","العنف"
"795","2990","الاختيار وتعامل الزوج"
"796","2991","مواجهة التحرش والتوافق بين البيت والعمل العنف الأسرى والنزليل"
"797","2997","مواضيع التحرش"
"798","2999","الاهتمام بقضايا المرأة ومساعدتها"
"799","3003","كل الموضوعات كنت بستمتع بها نظراً لوعي الاستاذه نهاد ونظرتها الثاقبه في الامور"
"800","3004","الختان"
"801","3012","مناقشته لحقوق المرآه والدفاع عنها"
"802","3016","القضايا الاسريه"
"803","3019","كانت ف مره الدكتوره نهاد حكت عن الرجاله وكده ودورهم ف البيت"
"804","3024","موضوع شغل الشباب فترة الدراسة وشغل الست اثروا فيا جدا وخصوصا القصص المبنية على واقع الي بتدي حافز للست اكتر انها تعتمد على نفسها اي كانت الظروف"
"805","3027","التحرش في العمل للموظفين الجدد"
"806","3028","التحرش وازاي نواجهه واننا منخافش وفي ناس كتير اخدو حقهم"
"807","3030","العنف الاسري"
"808","3031","كلها شيقة وتلمس الواقع"
"809","3039","المواضيع الخاصه بالتحرش"
"810","3040","التحرش"
"811","3054","قصص النجاح"
"812","3058","اعبني جميعهم"
"813","3065","التحرش"
"814","3071","حلقة ازاى ممكن المراة تعمل فى العمل السياسي والمهم نبدء"
"815","3075","ازي الست تقوي شخصيتها ازا تعرضت لتحرش"
"816","3077","كلها بصراحة"
"817","3081","كل الحلقات ممتازة"
"818","3082","موضوع الختان"
"819","3085","خلاصه عن تجنب المرأه للعنف من الزوج"
"820","3086","موضوع ختان البنات وحلقة التحرش"
"821","3087","ازاي اخد أكشن واحمي زملتي من التحرش"
"822","3091","تمكين قضايا المرأه وحلها بالقانون"
"823","3095","مناقشات قضايا المرأة الواقعيه"
"824","3097","كلها مواضيع مهمة فى حياتنا"
"825","3105","التحرش الجنسي"
"826","3106","حقوق المرأة و الطفل"
"827","3108","دور المرأة في المجتمع"
"828","3109","اغلبها"
"829","3116","اثار الكورونا فى العلاقات الزوجية"
"830","3124","مساندة المراة ف القضايا ف المحكمة"
"831","3126","حضرثك بتساعدي المراة في حل مشاكلها القانونية"
"832","3127","التحرش"
"833","3128","ختان البنات"
"834","3131","التحرش"
"835","3133","ازاي الست تحافظ ع حقوقها"
"836","3134","حقوق المرأة"
"837","3136","موضوع ان البنت تكون ليها شخصية قوية"
"838","3137","معرفة حقوق المرأة وكيفية اجراءاتها"
"839","3139","الحلو جابه لنفسه"
"840","3140","كيفية مواجهة العنف ضد المرأه"
"841","3141","التحرش والعنف ضد المرأة"
"842","3143","مساندتها للمرأةوتوضيح حقوقها القانونيه"
"843","3146","كل المواضيع بتعجبني"
"844","3149","ختان الاناث"
"845","3157","الاهتمام بقضايا المرأة"
"846","3160","الطلاق و الخلع"
"847","3161","كلها جميلة ومفيدة واتابعها من خلال النت وليس التليفزيون"
"848","3165","الميراث"
"849","3167","التحرش"
"850","3169","انا محامية واستفدت من حاجات كتير"
"851","3173","الفرق بين الخلع و الطلاق"
"852","3177","دعم المرأة"
"853","3182","الختان"
"854","3195","طريقه كلامها بيشدني جددا وكلامها كله مفيد بس مبعرفش أعبر"
"855","3196","الإيمان بقضايا المراة"
"856","3198","ختان الاناث ودعم المرأة ضد العنف وزيادة الوعى القانونى خاصة لدى السيدات"
"857","3199","المرأة بعد سن الاربعين"
"858","3200","كل المواضيع كويسه ومفيده"
"859","3201","قوانين الاحوال الشخصيه وحقوق المطلقه بعد الانفصال هي واطفالها"
"860","3202","ان المرأه اساس المجتمع"
"861","3209","التوفيق بيني الشغل والبيت  وعن التحرش"
"862","3210","ختان الاناث"
"863","3211","شعرت أن يوجد من ينصف المراه وحقوقها فالمجتمع"
"864","3217","موضوع التحرش فى العمل"
"865","3226","المواريث"
"866","3228","اسباب الطلاق وتأثيره ع المجتمع"
"867","3229","ختان الاناث"
"868","3246","إثبات المرأة وعدم تجاهلها بالمجتمع"
"869","3252","اثر فيروس كرونا علي شغل الستات"
"870","3253","كلها مواضيع حلوة و بتساعد المرءاه انها تاخد حقوقها القانونية"
"871","3259","التحرش / أهمية عمل المراه"
"872","3263","ختان الاناث.."
"873","3267","كل المواضيع"
"874","3273","تجريم ختان الاناث"
"875","3275","جميع الحلقات"
"876","3279","الطلاق"
"877","3281","كلهم"
"878","3287","حلقة الختان"
"879","3288","أوقفوا الختان"
"880","3289","كل المواضيع"
"881","3291","ازاى الستات تقدر تاخد حقها بالقانون"
"882","3296","جواز البنات"
"883","3299","حقوق المطلقة"
"884","3303","الزواج التانى"
"885","3311","مواجهه المرأة"
"886","3320","دعم المرأه"
"887","3323","ختان الاناث"
"888","3326","موضوع ختان البنات"
"889","3327","حق المراءه"
"890","3331","الرؤيه والحضانه"
"891","3342","حقوق المراه"
"892","3346","ختان الإناث، قضايا الاغتصاب، زواج القاصرات"
"893","3348","حلقة ختان الاناث"
"894","3349","حلقة التصرف وقت أزمة الكورونا"
"895","3352","التحرش في العمل"
"896","3353","الخلع"
"897","3354","فقره شخصيات ملهمه طبعا"
"898","3363","الشرح"
"899","3364","الطلاق والخلع"
"900","3372","التوعية القانونية"
"901","3374","كل المواضيع جزابة وعجبتنى واكتر حاجة عجبتى انى بدأت افهم مضمون بعض القوانين لان اى حاجة كان فيها قوانين كنت بتجنب قراتها لان كنت بحس انو معقد"
"902","3381","الختان والجزء بتاع تأمين الضحايا الي تم التحرش بهن أو اغتصابهم"
"903","3383","مساتدتها للمرأة ودعمها"
"904","3386","كثير"
"905","3387","الختان والاجابة عن اسئلة قانونية"
"906","3389","التحرش - مشكلات الطلاق"
"907","3395","موضوعات الدافع عن النفس اذا تعرضت لتحرش"
"908","3403","قضايا المرأة"
"909","3404","حقوق المراه وختان الاناث"
"910","3409","التحرش"
"911","3425","الدفاع عن حقوق المرأة"
"912","3434","العنف ضد المرأة"
"913","3435","ميراث المرأه وازاي اعرف اذا اخدت حقي ولا لا بالقانون"
"914","3438","عرفت حاجات مكنتش اعرفها"
"915","3441","التحرش فى العمل"
"916","3443","ازاي احمي طفلي من التحرش"
"917","3445","النماذج المشرفه لبعض البنات والستات"
"918","3449","إن الإنسان ممكن يعمل اى حاجه من غير مايكون السن حائل أو عقبة"
"919","3453","التصدي للتحرش"
"920","3457","قضايا الاسره"
"921","3460","حل قضايا الاسره"
"922","3465","حقوق الاطفال الصغار"
"923","3468","ازاى تبقى سعيدة ومتعتمديش على حد"
"924","3469","اللي بتتكلم فيها عن الأطفال وحق المرأة"
"925","3478","عن قضايا الاسره و حقوق المرأه"
"926","3492","جزء التركيز على العواقب"
"927","3494","تعليم البنات"
"928","3498","موضوع التحرش"
"929","3506","اني اخلي بالي ع بنتي ومسبهاش مع حد"
"930","3508","خلافات الزواج"
"931","3516","كلهم"
"932","3517","عجبني اكتر الدور التوعوي بحقوق وواجبات الطرفين وضرورة احترام الآخر"
"933","3519","العنف الأسري"
"934","3521","كل الموضوعات جديا لأني مهتمة بقضايا المرأة"
"935","3523","التحرش والثانوية العامة"
"936","3530","المراه والمجتمع عموما"
"937","3531","العنف ضد المرأة وكيفية مواجهته وكيف لا نسمح به من البداية"
"938","3533","التنمر"
"939","3544","التحرش"
"940","3547","اللي اتفرجت عليه كان حلو"
"941","3552","الحضانة"
"942","3554","التحرش والختان"
"943","3559","كلام للرجاله"
"944","3565","كل المواضيع اللى شدتنى عجبتنى"
"945","3571","اغلبها ويعجبني انها بتنصفنا"
"946","3572","حقوق المرآه عند عقد الزواج"
"947","3574","حقوق المراة"
"948","3575","المشاكل الأسرية - قانون ضم الطفل لحضانة والدته - قانون التحرش"
"949","3581","كل للحلقات"
"950","3583","التحرش ف الشغل وازاي تواجه"
"951","3585","موضوع مجهودات المرآه"
"952","3586","كلها"
"953","3587","التحرش"
"954","3592","التحرش في العمل"
"955","3596","التحرش وعقوبته"
"956","3598","اهم امراتان فى مصر والختان"
"957","3600","حقوق المرأه القانونيه"
"958","3603","اه جدا"
"959","3604","ازاي أأمن نفسي لو اتعرضت لعنف معنوي"
"960","3608","العنف الاسرى"
"961","3610","الحلقات كلها افاده"
"962","3611","بتتكلم ازاي المرأة تاخد حقوها وتكون فعالة ازاي تدافع عن نفسها"
"963","3616","حقوق المرأة"
"964","3622","التفكير الجيد قبل اتخاذ القرار"
"965","3626","العنف الأسرى"
"966","3628","بخصوص قضايا المراه"
"967","3629","كل المواضيع مهمة جدا"
"968","3630","الختان"
"969","3633","التحرش"
"970","3636","عن كيفية التعامل مع الحياه بين الرجل والمرأه وكيفية تعامل المرأه مع المجتمع"
"971","3639","بتتكلم عن حقوق المرأة"
"972","3640","مواضيع الطلاق والخلع وحاله ضرب الأزواج"
"973","3641","حق المراه لدي المجتمع"
"974","3644","الختان"
"975","3646","العنف المنزلي ضد المراة"
"976","3656","اهمية الشغل والتوفيق بين الشغل والبيت"
"977","3658","زواج القاصرات"
"978","3664","كلها"
"979","3666","قضايا عنف المرأه"
"980","3669","عن تربية الأطفال"
"981","3674","لما البنت تتعرض للتحرش تتصرف ازاي"
"982","3678","الدفاع عن حقوق المطلقات"
"983","3685","مواضيع التحرش"
"984","3686","العنف المنزلى"
"985","3690","قضايا للمراه من خلع وطلاق"
"986","3692","حقوق المرأه المطلقه"
"987","3694","كيفيه التخلص من القلق"
"988","3700","قانون الخلع"
"989","3708","الاهتمام بوعي المرأة القانوني ومعرفه حقوقها"
"990","3709","العنف ضد المرأه"
"991","3710","اثر كورونا على العنف في المنزل"
"992","3713","الطاقه الاجابيه"
"993","3717","الاهتمام بمشكلات وقضايا المرأه...لانه اول مرة يكون الاهتمام بهذا الشكل ..برنامج ذكى..المحاور فيه سيده ذكيه ومحاميه تعشق مهنتها"
"994","3722","المواريث"
"995","3723","ختان الإناث... وحقوق المرأة في حالة الخلع"
"996","3724","العنف الاسري"
"997","3727","مواجهة التحرش فى مجتمعنا المحافظ"
"998","3736","عندما تشرح للمراة خصوصا المقبلة علي الزواج حقوقها"
"999","3755","قضايا المراه والايجارات"
"1000","3757","توضيح المفاهيم الشرعية والقانونية"
"1001","3758","هو انه بتناقش القضيه باسلوب يمكن الغير متعلم يفهم الحل يكون ازى بسيط وسهل بعيد عن كلمات القانون ومواده الغير مفهومه"
"1002","3760","ازاي احمي نفسي من التحرش وااعتمد في ايجاد عمل"
"1003","3763","تعليم المرأة حقوقها ووجباتها والدفاع عن حقوقها بطريقه قانونيه"
"1004","3764","ختان البنات"
"1005","3768","حل واراء المشاكل القانونيه والاجتماعيه"
"1006","3770","التحرش والختان"
"1007","3774","كل المواضيع"
"1008","3777","التحرش وضرب الزوجات والازواج"
"1009","3778","الختان"
"1010","3779","بيعجبني كوكواوي بصراحة اكتر من اي حاجه<U+0001F602>"
"1011","3780","فيروس كورونا والعنف المنزلي"
"1012","3782","استقلالية المراءة بالشغل والتشجيع"
"1013","3783","اهمية الشغل للمرأة وازاى اقدر اوفق بين البيت والشغل"
"1014","3784","الحكيات اللى بتحكيها نهاد"
"1015","3787","العنف ضد المرأه وانتي مش لوحدك"
"1016","3789","حلقة التحرش"
"1017","3792","الميراث للمرأة"
"1018","3801","كلها"
"1019","3802","ختان الإناث"
"1020","3805","كيف تستطيع المرأة حماية نفسها من أى شئ حولها"
"1021","3807","قضايا عامة"
"1022","3811","الوعي بحقوق المراءه ومعرفت حقوقها للمشاهدات"
"1023","3813","زواج القاصرات ، ختان الإناث"
"1024","3815","جواز القاصرات"
"1025","3818","معالجة قضايا العنف الاسري"
"1026","3819","قضايا المرأه"
"1027","3823","جواز البنات القاصرات"
"1028","3825","جواز البنات"
"1029","3828","كل الحلقات كويسه جدا ومفيده"
"1030","3830","موضوع ختان الاناث لانها عمليه اجراميه"
"1031","3833","مواجهة التحرش في العمل والظواهر السلبيه لغيروس كورونا"
"1032","3837","الميراث ."
"1033","3839","توضيح الحقوق القانونية للمرأة"
"1034","3840","مارى أسعد وعزيزة حسين"
"1035","3848","العنف الاسري وازا بتقدر تحلل الموضوع من كذا زاويه واستطلاعات الرأي المختلفه بين مؤيد ومعارض والنسبه بين الاتين"
"1036","3851","قضايا الستات الجدعه"
"1037","3853","الانترنت علي السيدات"
"1038","3856","كوني قويه"
"1039","3857","حقوق المراءة"
"1040","3858","التحرش الجنسي"
"1041","3860","الختان"
"1042","3862","الختان شغل المرأة   الزواج"
"1043","3863","العنف.. التحرش"
"1044","3866","جميعها"
"1045","3869","عجبتني اوووي بناء الشخصيه"
"1046","3870","الميراث"
"1047","3873","التحرش"
"1048","3874","حقوق المرآه ف الدوله"
"1049","3877","حق المرأة"
"1050","3878","التوفيق بين العمل والمنزل"
"1051","3881","كيفية تصرف المتحرش بها"
"1052","3888","التحرش"
"1053","3890","العنف ضد المراة"
"1054","3903","حقوق المرأة المطلقة وحقوق المرأة فى الميراث وقضية الختان"
"1055","3908","كيفيه التعامل مع العنف ضد المراه"
"1056","3909","موضوع العنف ضد المرأه وكيفيه مواجهته"
"1057","3913","عن التحرش"
"1058","3914","المواضيع الخاصه بما يحدث المطلقات.. و الكلمه اللى وجهت إلى أم الزوج"
"1059","3921","المواضيع الخاصة بحرية المرأة في التعبير عن رأيها"
"1060","3924","موضوع القلق لاني بعاني منه وحلقه كانت مميزه"
"1061","3925","الحياة الاسرية"
"1062","3927","حقوق المرأه القانونية"
"1063","3934","حقوق المرأه من عنف وختان وعمل"
"1064","3937","ازاي تبقي شخصية مهمه"
"1065","3941","العنف ضد المرأة"
"1066","3943","الطلاق وحقوف المراة"
"1067","3944","موضوع الاهتمام والتعامل مع الكلب"
"1068","3948","التحرش ضد المراه"
"1069","3949","دعم المرأه بأشكال عديده"
"1070","3951","حقوق المرأة"
"1071","3954","الورث وختان البنات"
"1072","3966","المواضيع كلها ظريفة وتمس الواقع"
"1073","3970","حقوق المرأة"
"1074","3972","حقوق المرأة التي ينص عليها القانون"
"1075","3978","جميعها هادفه"
"1076","3982","جميعها"
"1077","3983","ختان البنات"
"1078","3984","العنف ضد المراه وقانون لحمايه حقوقي"
"1079","3985","الختان"
"1080","3987","كل حاجة وبستفاد كتير جدا"
